stat_date,avg_unique_road_cnt,avg_road_repeat_ratio,avg_forward_edge_ratio,complex_trip_ratio,p75_unique_road_cnt,p75_road_repeat_ratio,complexity_unique_threshold,complexity_repeat_threshold
2015-01-03,23.06835001605999,0.266071773528878,0.9197107975021924,0.3962032867265803,27.0,0.33333333333333337,29.0,0.375
2015-01-04,23.88407052650845,0.29984620306819426,0.9174155880381423,0.461708661257194,29.0,0.368421052631579,29.0,0.375
2015-01-05,23.88593254010336,0.3005025329644923,0.9153283807909066,0.46542874716324845,30.0,0.3619485831142273,29.0,0.375
2015-01-06,24.28481947955502,0.32106640217632626,0.9147317251385431,0.49152720371467795,29.0,0.38888888888888884,29.0,0.375
2015-01-07,26.044574544616278,0.32557693582605945,0.9140488482778532,0.5023390209100917,31.0,0.39344262295081966,29.0,0.375
