stat_date,active_vehicle_cnt,total_trip_cnt,total_distance_km,total_duration_min,avg_vehicle_speed_kmh,night_active_vehicle_cnt,peak_active_vehicle_cnt,global_avg_speed_kmh,peak_trip_cnt,hourly_peak_hour,hourly_peak_trip_cnt,total_trip_cnt_prev_day,active_vehicle_cnt_prev_day,global_avg_speed_kmh_prev_day,trip_cnt_dod_growth,active_vehicle_dod_growth,speed_dod_change
2015-01-03,6749,152553,1369631.8294348363,3810874.3333333335,21.474697736836013,1754,1500,21.56405658598823,47401,15,9658,,,,,,
2015-01-04,12021,245865,2153533.729051622,6166614.15,20.871573037297633,1996,2322,20.95347959189198,72295,15,17645,152553.0,6749.0,21.56405658598823,0.6116693870327033,0.7811527633723515,-0.6105769940962489
2015-01-05,12158,282894,2535208.481415338,6981717.983333333,21.6651363592146,3180,3354,21.787260563666607,93078,17,17095,245865.0,12021.0,20.95347959189198,0.1506070404490269,0.011396722402462358,0.8337809717746261
2015-01-06,12149,266618,2429515.8199252747,6850466.883333334,21.090258425237337,3345,3591,21.278980203548773,88002,8,16706,282894.0,12158.0,21.787260563666607,-0.05753391729764505,-0.0007402533311399902,-0.5082803601178334
2015-01-07,12188,251601,2449739.518081729,6910404.883333334,21.138107992608877,3716,3243,21.27000856916559,80687,17,15482,266618.0,12149.0,21.278980203548773,-0.05632402913531719,0.0032101407523252943,-0.008971634383183158
